PALABRA,TEMATICA - HOMOLOGACION,TEMATICA - PQR,SUBTEMATICA - SEGUIMIENTO RESPUESTA ,SUBTEMATICA - EQUIPO BLOQUEADO,SUBTEMATICA - OTROS,SUBTEMATICA - IMPOSIBILIDAD OBTENER REQUISITOS,SUBTEMATICA - PROBLEMAS DE REGISTRO,SUBTEMATICA - REALIZAR EL TRAMITE HOMOLOGACION,SUBTEMATICA - PETICION POR FORMULARIO,SUBTEMATICA - EQUIPO NO HOMOLOGABLE VENDIDO POR AUTORIZADO,SUBTEMATICA - CONSULTA DE PERTINENCIA,SUBTEMATICA - EQUIPO NO HOMOLOGABLE VENDIDO POR COMERCIO COLOMBIANO,SUBTEMATICA - CORRECION CARTA DE HOMOLOGACION,SUBTEMATICA - COMPLEMENTACION POSTULACION,SUB-SUBTEMATICA - NO APLICA
consideramos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cambiado,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
...,39,3,0,2,0,0,0,0,3,29,2,6,0,0,42
partes,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
informó,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
cuanto,1,7,0,1,0,0,0,0,7,0,0,0,0,0,8
verificable,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
entablar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
físicamente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
determinación,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
7050000,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
16,1,14,0,0,0,0,0,0,14,0,1,0,0,0,15
amezquita,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2017552384,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
99-07,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
descrita,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
iniciar,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
adquirí,6,1,0,5,0,0,0,1,1,0,0,0,0,0,7
63.397.242,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
anularlo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
emitida,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
ligada,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
valle,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
servir,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
maravilla,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
73.072.533,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
bacteria,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
montejo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
prov,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
caerse,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
agencia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
470,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
dictamen,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
decisiones,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
3137403758,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
planteados,1,3,0,0,1,0,0,0,3,0,0,0,0,0,4
pacte,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
certificaciones,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
mensual,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
trascurrido,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
posibilidad,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
gsm/wcdma,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
titular,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
skype,2,4,0,0,0,0,0,0,4,0,2,0,0,0,6
8337,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
velasco,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
requisitos,3,2,2,1,0,0,0,0,2,0,0,0,0,0,5
operación,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
proveedoras,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
solicita,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2
presento,1,4,0,1,0,0,0,0,4,0,0,0,0,0,5
modificaciones,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
confusión,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
bermudez,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
haberme,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
legislação,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
marcela,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
completa,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
finally,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
seu,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
podrías,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
m,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
señores,4,34,0,2,0,0,0,0,34,0,0,0,1,1,38
mensualidad,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
taco,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
movic,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
amanzon,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
aparecen,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
doing,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
descargar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
silva,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
initiative,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
favorabilid,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
residentes,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
respeto,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
confirmado,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
mantenerla,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
infórmenos,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
and,10,36,0,1,0,0,0,0,36,3,6,0,0,0,46
presuntas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ven,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
“t40”,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
copy,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
3184796776,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
centuritech2012,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
tramitará,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
for,4,22,0,0,0,0,0,0,22,0,4,0,0,0,26
computadora,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
aplicará,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
villamaria,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pedido,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
query,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
súper,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
comunicarme,5,6,0,5,0,0,0,0,6,0,0,0,0,0,11
this,10,45,0,0,0,0,0,0,45,4,6,0,0,0,55
12:01:06,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
próximos,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
entendemos,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
velandia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
igual,10,6,1,8,0,1,0,0,6,0,0,0,0,0,16
llegado,4,2,0,4,0,0,0,0,2,0,0,0,0,0,6
destinatário,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10
via,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
pena,2,1,0,2,0,0,0,0,1,0,0,0,0,0,3
requeridas,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
10:23:06,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ayudarnos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
facturar,0,12,0,0,0,0,0,0,12,0,0,0,0,0,12
reportan,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
misma,7,14,0,5,0,1,0,0,14,0,0,1,0,0,21
amaya,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
gloria,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
opera,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
respondieron,1,2,0,0,1,0,0,0,2,0,0,0,0,0,3
adicional,3,9,0,2,0,1,0,0,9,0,0,0,0,0,12
cuadro,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
dueñas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
informarle,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
country’s,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
explicar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
desleales,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
larga,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
canalización,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pluralismo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
díaz,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
señor,6,26,0,0,0,0,0,1,26,0,5,0,0,0,32
equipment,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
estándares,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
presentaron,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
resumen,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
can,1,2,0,0,0,0,0,0,2,0,1,0,0,0,3
plenamente,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
evasiva,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
recepción,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pudimos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cazo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
antivirus,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
recipient’s,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
paula,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
cumple,6,4,2,4,0,0,0,0,4,0,0,0,0,0,10
852-1113,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
inmueble,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
aumento,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
elevada,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9:27,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
origen,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ingeniero,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
2017710847,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
dian,1,4,0,0,0,0,0,0,4,0,0,1,0,0,5
manifestar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
amenazarme,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
medio,15,22,0,8,4,1,0,0,22,0,0,0,1,1,37
district,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
101,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
agosto,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cabeza,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
traslada,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
podamos,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
gina,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
authorization,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
habitantes,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
celis,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
política,1,5,1,0,0,0,0,0,5,0,0,0,0,0,6
efectuar,1,2,1,0,0,0,0,0,2,0,0,0,0,0,3
dichos,1,2,0,1,0,0,0,0,2,0,0,0,0,0,3
pascua,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
648325,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
abrir,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
alemania,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
comunique,3,10,0,3,0,0,0,0,10,0,0,0,0,0,13
rockwell,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cuál,9,1,0,9,0,0,0,0,1,0,0,0,0,0,10
dcamila0602,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
04:03,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
conducting,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
dicha,7,15,1,4,1,1,0,0,15,0,0,0,0,0,22
ayuden,2,2,0,2,0,0,0,0,2,0,0,0,0,0,4
contados,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
tratado,6,0,0,5,1,0,0,0,0,0,0,0,0,0,6
teja,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
vinculante,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
capitulo,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
realizará,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
fernando,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
ean,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
redmi3s,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22402276,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
however,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
alliance,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
|dirección,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
aplicar,2,4,0,2,0,0,0,0,4,0,0,0,0,0,6
manual,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
miedo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
enviamos,1,4,0,0,0,0,0,0,4,0,0,0,1,0,5
carencia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
televisión,0,12,0,0,0,0,0,0,12,0,0,0,0,0,12
rellenar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
alaska,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
tarifa,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
cuyos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cll,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
allowed,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
grupo-exito.com,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ofrecimiento,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
contactarme,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
alejandro,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
entrara,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
calidad,1,26,0,0,0,0,0,0,26,0,1,0,0,0,27
7.986.012.oo,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
sugerencias,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
andres,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3
tomar,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2
28,1,6,0,0,0,1,0,0,6,0,0,0,0,0,7
adecuado,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
nombre,8,7,0,2,2,1,0,1,7,1,0,1,0,0,15
anexa,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
disfrutado,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
vajarpbro,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
expendedor,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
001741934432,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cada,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10
remitido,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
hacen,2,4,0,2,0,0,0,0,4,0,0,0,0,0,6
diaz,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
114,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
315310,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
prestando,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
transparente,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
movistar,3,44,0,3,0,0,0,0,44,0,0,0,0,0,47
579.000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
acumularon,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
abril,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
mutuo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
llegue,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
terceras,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
603,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
ingresar,6,7,1,4,1,0,0,0,7,0,0,0,0,0,13
empleo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
22,3,6,0,3,0,0,0,0,6,0,0,0,0,0,9
febrero,3,0,1,0,1,1,0,0,0,0,0,0,0,0,3
implique,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
make,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
derivados,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
250,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
enviarles,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2
pactado,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
aportes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
respecto,6,10,0,4,0,0,0,0,10,0,2,0,0,0,16
internet,11,16,1,10,0,0,0,0,16,0,0,0,0,0,27
reiteramos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
contabilizan,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
124.927,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cuerpo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
económica,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
levante,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
maria,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
segunda,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
dato,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3
domingo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
resolverá,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
adolfo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
naturales,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
constanza,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
unless,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
listado,4,0,0,3,0,0,0,1,0,0,0,0,0,0,4
contratos,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
azteca,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
53,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
descontar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
institutional,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
equivalente,6,0,0,6,0,0,0,0,0,0,0,0,0,0,6
enviar,16,3,2,12,1,1,0,0,3,0,0,0,0,0,19
quieren,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3
única,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
territorio,2,2,0,2,0,0,0,0,2,0,0,0,0,0,4
001041029256?,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
allá,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
acción,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
brayangabi,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pongan,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
mantendría,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1'081.919.334,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
cruz,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
teleantioquia.com.co,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
country,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
nacional,0,16,0,0,0,0,0,0,16,0,0,0,0,0,16
complementaría,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
banguera,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
patricia,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
necesitar,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
cordial,7,29,0,4,0,0,1,0,29,0,1,1,0,0,36
16:06,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
dará,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
grabación,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
contrate,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
obligada,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
seventeenth,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
gamero,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ingresos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
if,3,21,0,0,0,0,0,0,21,1,2,0,0,0,24
comercialización,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
quedo,5,12,0,2,0,2,0,0,12,0,0,0,0,1,17
imagen,25,0,0,21,1,3,0,0,0,0,0,0,0,0,25
instalaciones,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
sat,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
canadá,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
holanda,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
leonardo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
entendido,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cobran,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
palabra,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2
abonado,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
aproximadamente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
contratando,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
apescador,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
consagrado,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
dejándome,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
58.000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
departamentos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
demás,2,5,0,2,0,0,0,0,5,0,0,0,0,0,7
externas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
genus,2,0,1,0,0,0,0,0,0,0,0,1,0,0,2
z296115,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1º,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
indicandome,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
recive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
socio,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
perder,3,2,0,3,0,0,0,0,2,0,0,0,0,0,5
edificio,3,17,0,0,0,0,0,0,17,0,1,0,1,1,20
hoy,3,12,1,0,1,1,0,0,12,0,0,0,0,0,15
suarez,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
exonerarse,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
nivel,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
piden,8,0,0,8,0,0,0,0,0,0,0,0,0,0,8
rapida,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
fabrique,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
nicolás,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
espero,12,8,2,9,1,0,0,0,8,0,0,0,0,0,20
provisión,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
numerosas,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
9:30am,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
413,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
controversias,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
penal,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
transmitidos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
comerciales,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
emitted,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
captura,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
4433150000477727,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
construcción,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
firmar,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
situated,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
cancelen,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
facultad,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
atrevimiento,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
representantes,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
homologaciã³n,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
colaborar,1,1,0,0,1,0,0,0,1,0,0,0,0,0,2
regard,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
fabricante,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
esfuerzo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
comunidades,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
aplicables,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
apenas,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
empresa,3,70,0,3,0,0,0,0,70,0,0,0,0,0,73
conmigo,1,2,0,0,0,0,0,1,2,0,0,0,0,0,3
personeria,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
sanchez,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
pagarse,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ref,1,3,0,0,0,0,0,0,3,0,1,0,0,0,4
3553,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
adjuntada,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
¿puede,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2
pagado,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
comprometieron,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
arrancan,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
+571,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
vende,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
tomará,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
abajo,3,0,0,1,1,1,0,0,0,0,0,0,0,0,3
10:36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
respondan,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
respetuosamente,3,3,1,2,0,0,0,0,3,0,0,0,0,0,6
modelos,2,1,0,1,0,0,0,1,1,0,0,0,0,0,3
acceso,4,17,0,3,0,0,0,0,17,0,1,0,0,0,21
2011,0,19,0,0,0,0,0,0,19,0,0,0,0,0,19
sirvan,1,3,0,0,0,0,0,0,3,0,1,0,0,0,4
50.900,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
conde,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
reservada,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
sent,3,2,0,0,0,0,0,0,2,0,2,0,1,0,5
alkosto,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
dic,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
